gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
RPS19BP1	721040	467	72	55120	12560	0	0	0	0	50	1	2323040	1	1
RPS2	1747301	183	46	115360	29920	0	0	0	0	50	3	2248640	1	1
RPS20	344871	489	59	63440	12400	0	0	0	0	50	1	1525120	1	1
RPS21	1190359	252	33	37200	6640	0	0	0	0	50	0	1881280	1	1
RPS23	146308	572	30	59600	11760	0	0	0	0	50	2	2297280	1	1
RPS24	361024	184	30	124480	24160	0	0	0	0	50	4	2802080	1	1
RPS25	1457410	180	55	54320	10000	0	0	1	0	7	1	174880	1	1
RPS26	2693176	215	38	47440	10480	0	0	0	0	50	1	2131280	1	1
RPS27	2028800	222	34	37520	5840	0	0	0	0	50	0	2127920	1	1
RPS27A	964970	349	25	67760	10800	0	0	0	0	50	1	2276240	1	1
RPS27L	451944	230	36	37360	5360	0	0	0	0	50	0	2318560	1	1
RPS28	778783	209	14	29040	6800	0	0	0	0	50	2	2602080	1	1
RPS29	563227	409	-4	31600	4720	0	0	0	0	10	0	325760	1	1
RPS3	587975	205	39	98000	23280	0	0	0	0	50	0	2348160	1	1
RPS3A	214920	335	26	111920	19120	0	0	0	0	50	0	2113120	1	1
RPS4X	374992	NaN	53	109120	22080	0	0	0	0	50	0	1833120	1	1
RPS4Y1	0	0	0	108720	22480	0	0	0	0	50	1	2302960	1	1
RPS4Y2	0	0	0	108400	22160	0	0	0	0	50	1	2302960	1	1
RPS5	1900140	270	-14	83360	18400	0	0	0	0	50	2	2336880	1	1
RPS6	498767	339	12	103040	20800	0	0	0	0	50	1	2849120	1	1
RPS6KA1	901637	184	32	321760	67200	0	0	0	0	50	0	3127920	1	1
RPS6KA2	235623	646	9	322880	62880	0	0	0	0	50	1	2435600	1	1
RPS6KA3	242944	NaN	36	313120	56000	0	0	0	0	50	1	1998800	1	1
RPS6KA4	1610483	257	51	309120	72480	0	0	0	0	50	2	2629360	1	1
RPS6KA5	410309	521	27	337600	58720	0	0	0	0	50	0	2495680	1	1
RPS6KB1	959758	216	20	220720	40880	0	0	0	0	50	2	2111840	1	1
RPS6KB2	1331051	161	52	197840	43280	0	0	0	0	50	1	2373760	1	1
RPS6KL1	884998	232	41	215360	51200	0	0	0	0	50	1	3031760	1	1
RPS7	253814	371	14	82720	15040	0	0	0	0	50	3	2623520	1	1
RPS8	574317	191	43	88480	15680	0	0	0	0	50	1	2333920	1	1
RPSA	160739	595	32	119600	26320	0	0	0	0	50	1	2512720	1	1
RPTN	486922	468	25	335920	42160	0	0	0	0	50	0	2181520	1	1
RPTOR	782748	381	22	550480	111920	0	0	0	0	50	0	3366240	1	1
RPUSD1	1187310	273	39	124240	29200	0	0	0	0	50	2	2769600	1	1
RPUSD2	892776	192	48	213360	50000	0	0	0	0	50	1	2792960	1	1
RPUSD3	953772	264	43	138080	36320	0	0	0	0	50	2	3127760	1	1
RPUSD4	601483	341	26	153280	32640	0	0	0	0	50	1	2559200	1	1
RQCD1	939398	179	48	122800	25520	0	0	0	0	50	2	2356880	1	1
RRAD	942986	142	34	121280	30240	0	0	0	0	50	1	2457040	1	1
RRAGA	500397	450	-27	127920	22800	0	0	0	0	50	0	2054160	1	1
RRAGB	59904	NaN	23	160400	26000	0	0	0	0	50	0	2156720	1	1
RRAGC	524940	458	24	167280	28880	0	0	0	0	50	0	2113840	1	1
RRAGD	408382	574	54	168160	28160	0	0	0	0	50	0	1468080	1	1
RRAS	1733181	195	36	88080	20560	0	0	0	0	50	1	2682160	1	1
RRAS2	428878	363	-3	87200	15200	0	0	0	0	50	0	2039280	1	1
RREB1	664661	310	35	692480	150560	0	0	0	0	10	0	790560	1	1
RRH	212757	462	28	139040	27360	0	0	0	0	50	1	2020560	1	1
RRM1	392720	601	31	335040	57120	0	0	0	0	50	1	3359200	1	1
RRM2	805187	220	47	186480	35600	0	0	0	0	50	1	2690400	1	1
RRM2B	504282	507	33	184480	32160	0	0	0	0	50	1	2869600	1	1
RRN3	564013	463	22	277200	46960	0	0	0	0	50	1	2084560	1	1
RRP1	835438	194	66	192720	37040	0	0	0	0	50	0	1884720	1	1
RRP12	892254	188	39	531920	112240	0	0	0	0	50	3	2510080	1	1
RRP15	75487	488	-20	120400	18320	0	0	0	0	50	1	2222080	1	1
RRP1B	892193	157	72	314880	59040	0	0	0	0	50	0	2383920	1	1
RRP7A	969686	196	65	115360	23680	0	0	0	0	50	0	2054640	1	1
RRP8	424523	491	17	185600	37920	0	0	0	0	50	3	2544720	1	1
RRP9	1013177	370	39	195920	42160	0	0	0	0	50	4	2281120	1	1
RRS1	259302	268	12	143440	32240	0	0	0	0	50	4	2275600	1	1
RS1	65885	NaN	26	94800	16720	0	0	0	0	50	1	2193520	1	1
RSAD1	1332860	200	23	173600	44480	0	0	0	0	50	1	2812880	1	1
RSAD2	40919	1132	10	151840	25120	0	0	0	0	50	1	2729120	1	1
RSBN1	318105	406	18	322720	66880	0	0	0	0	50	1	2541280	1	1
RSBN1L	262077	795	25	347200	64160	0	0	0	0	37	0	1546160	1	1
RSC1A1	677127	162	28	247280	49840	0	0	0	0	50	0	1892480	1	1
RSF1	577731	354	33	606400	95360	0	0	0	0	8	0	591840	1	1
RSL1D1	558203	294	37	203440	37680	0	0	0	0	50	2	2068320	1	1
RSL24D1	195231	721	-36	73440	8480	0	0	0	0	50	0	2932640	1	1
RSPH1	411865	374	67	132640	21280	0	0	0	0	50	0	2101200	1	1
RSPH10B	NaN	NaN	NaN	744320	116160	0	0	0	0	50	4	4611920	1	1
RSPH10B2	974099	506	41	744320	116160	0	0	0	0	50	0	3105840	1	1
RSPH3	514213	348	42	225680	48080	0	0	0	0	50	2	2133120	1	1
RSPH4A	247712	479	10	299040	48320	0	0	1	0	50	1	2239600	1	1
RSPH6A	906385	203	41	291840	56000	0	0	0	0	50	0	2607440	1	1
RSPH9	1626879	278	43	113200	22960	0	0	0	0	50	0	2913200	1	1
RSPO1	445248	274	29	108400	20880	0	0	0	0	50	0	2495200	1	1
RSPO2	187803	942	-9	104960	14720	0	0	0	0	50	1	2310160	1	1
RSPO3	106114	826	-9	116320	17280	0	0	0	0	50	1	2001280	1	1
RSPO4	779522	586	27	96400	19280	0	0	0	0	50	2	3072960	1	1
RSPRY1	717872	149	48	243600	42000	0	0	0	0	50	1	2032880	1	1
RSRC1	196207	1080	-3	140880	25680	0	0	0	0	50	1	1852560	1	1
RSRC2	868107	154	39	188960	31360	0	0	0	0	50	3	2355120	1	1
RSU1	506025	792	1	118960	19600	0	0	0	0	50	1	2500160	1	1
RTBDN	1937827	226	32	104240	25360	0	0	0	0	50	1	2480560	1	1
RTCD1	333324	526	7	156720	32720	0	0	0	0	50	3	2162960	1	1
RTEL1	1110751	172	45	533600	112000	0	0	0	0	50	0	2532080	1	1
RTF1	820644	237	37	302320	50160	0	0	0	0	50	1	2086240	1	1
RTKN	1069803	343	45	235680	53920	0	0	0	0	50	3	2319200	1	1
RTKN2	111669	382	9	256880	43280	0	0	0	0	50	1	2505200	1	1
RTL1	356726	585	-24	539760	113200	0	0	0	0	50	1	2395760	1	1
RTN1	298900	639	-2	316320	72160	0	0	0	0	50	0	1983040	1	1
RTN2	1183590	164	41	214480	54000	0	0	0	0	50	2	2134000	1	1
RTN3	1291649	168	46	429040	83760	0	0	0	0	50	5	2635440	1	1
RTN4	913521	362	11	485920	97600	0	0	0	0	50	1	1560000	1	1
RTN4IP1	223177	271	40	161680	34000	0	0	0	0	50	3	2163200	1	1
RTN4R	530222	292	44	177920	50240	0	0	0	0	50	1	2437440	1	1
RTN4RL1	1445978	224	22	173120	40000	0	0	0	0	50	2	2069360	1	1
RTN4RL2	923775	197	9	159280	43920	0	0	0	0	50	0	2098720	1	1
RTP1	425258	445	28	107280	20400	0	0	0	0	50	1	2779360	1	1
RTP2	88374	374	24	92400	16720	0	0	0	0	50	1	2294960	1	1
RTP3	289420	565	32	96480	16640	0	0	0	0	50	0	2650800	1	1
RTP4	377182	466	33	100800	18720	0	0	0	0	50	1	1947280	1	1
RTTN	64673	504	37	926640	173360	0	0	0	0	39	0	1836240	1	1
RUFY1	1583299	229	17	299600	51600	0	0	0	0	17	1	1285440	1	1
RUFY2	740263	294	23	295200	42560	0	0	0	0	50	1	2676720	1	1
RUFY3	262894	589	25	322480	56400	0	0	0	0	50	2	2727920	1	1
RUFY4	671005	344	28	234800	46160	0	0	0	0	50	0	2255680	1	1
RUNDC1	1507064	201	26	241680	56240	0	0	1	0	50	3	2006160	1	1
RUNDC2A	570118	441	51	157920	27360	0	0	0	0	50	2	2918720	1	1
RUNDC3A	1009890	175	40	187440	37040	0	0	0	0	50	1	3325760	1	1
RUNDC3B	287293	839	-3	199680	34880	0	0	0	0	50	2	2193200	1	1
RUNX1T1	5155	1075	-30	248560	50000	0	0	0	0	50	0	2833360	1	1
RUNX2	54989	416	8	210640	47280	0	0	0	0	50	1	2346480	1	1
RUNX3	566264	443	27	170160	41680	0	0	0	0	50	0	2335280	1	1
RUSC1	1668953	177	44	367360	93760	0	0	0	0	50	2	2300880	1	1
RUSC2	1081620	300	28	590480	144720	0	0	0	0	50	1	2560880	1	1
RUVBL1	834133	419	46	189600	36160	0	0	0	0	50	0	2785440	1	1
RUVBL2	1998663	190	39	190640	41680	0	0	0	0	50	1	2682800	1	1
RWDD1	254581	479	14	107840	13120	0	0	0	0	50	5	2024400	1	1
RWDD2A	153997	734	6	121520	19760	0	0	0	0	50	3	2730640	1	1
RWDD2B	316591	303	34	133920	22560	0	0	0	0	50	0	2007280	1	1
RWDD3	172385	582	-13	114560	19040	0	0	0	0	50	1	2536400	1	1
RWDD4A	150717	254	-3	82080	12480	0	0	0	0	50	1	2390720	1	1
RXFP1	151976	534	-10	321680	53680	0	0	0	0	50	3	2840480	1	1
RXFP2	223402	693	5	319760	53840	0	0	0	0	50	1	2503120	1	1
RXFP3	268032	863	8	180640	44960	0	0	0	0	50	1	2139920	1	1
RXFP4	1880483	213	32	140000	40160	0	0	0	0	50	2	2825760	1	1
RXRA	300063	295	42	188000	40000	0	0	0	0	50	2	2121360	1	1
RXRB	1474628	377	24	209600	52480	0	0	0	0	50	3	2713680	1	1
RYBP	102513	607	32	90080	16960	0	0	0	0	50	2	2650800	1	1
RYK	538368	306	16	252080	50160	0	0	0	0	50	1	2319920	1	1
RYR3	140241	806	-13	2039440	364880	0	0	0	0	11	0	861280	1	1
S100A1	NaN	NaN	NaN	40400	6480	0	0	0	0	31	1	1987520	1	1
S100A10	769085	225	29	42720	5600	0	0	0	0	50	0	2405840	1	1
S100A11	527465	349	35	44000	8160	0	0	0	0	28	1	1085360	1	1
S100A12	1140044	401	32	39440	6480	0	0	0	0	50	0	1954720	1	1
S100A13	1555611	183	33	42800	6320	0	0	0	0	50	0	2408640	1	1
S100A14	1454773	186	26	44480	7840	0	0	0	0	50	3	2215120	1	1
S100A16	1454773	186	26	44960	6240	0	0	0	0	50	3	2215120	1	1
S100A2	1454773	186	26	42240	6080	0	0	0	0	50	3	2215120	1	1
S100A3	1454773	186	26	43440	6800	0	0	0	0	50	3	2215120	1	1
S100A4	1454773	186	26	44560	5680	0	0	0	0	50	3	2215120	1	1
S100A5	1454773	186	26	48640	6560	0	0	0	0	50	3	2215120	1	1
S100A6	1454773	186	26	39120	6160	0	0	0	0	50	3	2215120	1	1
S100A7	1140114	279	38	44560	6000	0	0	0	0	50	1	2094480	1	1
S100A7A	1140044	401	32	43840	6400	0	0	0	0	50	0	1954720	1	1
S100A7L2	1140114	279	38	49600	6560	0	0	0	0	50	1	2094480	1	1
S100A8	1140044	401	32	41360	5360	0	0	0	0	50	0	1954720	1	1
S100A9	1140044	401	32	49120	7360	0	0	0	0	50	0	1954720	1	1
S100B	530282	377	28	40640	5120	0	0	0	0	50	2	2398400	1	1
S100G	294904	NaN	28	35120	4560	0	0	0	0	26	4	1529520	1	1
S100P	501655	278	47	39760	7280	0	0	0	0	50	1	2245360	1	1
S100PBP	1179496	180	20	170000	31280	0	0	0	0	50	1	2173280	1	1
S100Z	246938	418	21	43680	6240	0	0	0	0	50	0	2277680	1	1
S1PR1	190734	597	4	150240	33600	0	0	0	0	50	1	1976800	1	1
S1PR2	1729517	200	31	134320	36240	0	0	0	0	50	1	2784480	1	1
S1PR3	248480	646	4	149120	32800	0	0	0	0	50	0	2253440	1	1
S1PR4	908206	241	21	143200	41920	0	0	1	0	50	2	2129200	1	1
S1PR5	2036812	226	23	145280	46880	0	0	0	0	50	3	2606800	1	1
SAA1	601955	371	17	51360	9600	0	0	0	0	50	3	2363440	1	1
SAA2	601955	371	17	54240	10560	0	0	0	0	50	3	2363440	1	1
SAA4	601955	371	17	55040	9760	0	0	0	0	50	3	2363440	1	1
SAAL1	631291	436	20	204400	31280	0	0	0	0	50	1	2795360	1	1
SAC3D1	3267059	207	46	135280	38160	0	0	0	0	50	1	2391120	1	1
SACM1L	319452	385	45	253040	41360	0	0	0	0	50	1	2353680	1	1
SACS	180800	625	14	1876880	326640	0	0	0	0	2	0	410880	1	1
SAE1	1351246	165	36	158320	25200	0	0	0	0	50	2	3168400	1	1
SAFB	879991	295	21	382000	70800	0	0	0	0	50	2	2324320	1	1
SAFB2	873075	295	17	395600	75120	0	0	0	0	50	1	2460800	1	1
SAG	419346	227	28	172320	32160	0	0	0	0	50	1	2699680	1	1
SAGE1	246199	NaN	26	374480	71760	0	0	0	0	50	0	2827760	1	1
SALL1	332955	935	-42	526640	110960	0	0	0	0	50	2	1651360	1	1
SALL2	707507	470	26	388400	96080	0	0	0	0	50	0	2458800	1	1
SALL3	47663	635	-65	500880	124880	0	0	1	0	50	2	2583440	1	1
SALL4	166846	214	-9	416480	91680	0	0	0	0	50	2	2513680	1	1
SAMD1	1023789	215	34	165280	44960	0	0	0	0	50	1	1938240	1	1
SAMD10	1152034	208	48	81440	18560	0	0	0	0	50	2	2780960	1	1
SAMD11	1851188	467	3	265680	70320	0	0	0	0	50	4	2854480	1	1
SAMD12	190644	575	17	87280	15600	0	0	0	0	50	2	1806800	1	1
SAMD13	226331	769	-12	49760	8320	0	0	0	0	50	2	1812560	1	1
SAMD14	1237828	210	23	178400	42080	0	0	0	0	50	1	2587040	1	1
SAMD3	84835	891	27	225040	34000	0	0	0	0	50	1	2393360	1	1
SAMD4A	653012	376	38	306560	63200	0	0	0	0	50	1	2911520	1	1
SAMD4B	1748498	252	32	276240	64400	0	0	0	0	50	1	2752160	1	1
SAMD5	97528	850	-17	67520	16640	0	0	0	0	50	1	2638320	1	1
SAMD7	400118	622	17	182320	36720	0	0	0	0	50	1	2189680	1	1
SAMD8	215938	188	39	176160	32480	0	0	0	0	50	1	2046880	1	1
SAMD9	362550	625	8	660960	102880	0	0	0	0	50	0	2170240	1	1
SAMD9L	362550	625	8	658880	102560	0	0	0	0	50	0	2170240	1	1
SAMHD1	817783	225	47	265520	45680	0	0	0	0	50	1	2959040	1	1
SAMM50	155890	393	24	196320	38240	0	0	0	0	50	1	2117520	1	1
SAMSN1	157937	898	56	159840	24480	0	0	0	0	50	1	1812160	1	1
SAP18	447305	240	43	70720	14560	0	0	0	0	50	1	2127440	1	1
SAP25	NaN	NaN	NaN	77600	21280	0	0	0	0	50	4	4517040	1	1
SAP30	249666	413	23	88880	19120	0	0	0	0	50	0	2041440	1	1
SAP30L	581156	416	29	77520	12720	0	0	0	0	50	0	2278800	1	1
SAPS1	1035412	209	5	364080	74000	0	0	0	0	50	0	1989360	1	1
SAPS2	960335	257	60	383600	77680	0	0	0	0	50	0	1825440	1	1
SAPS3	832270	272	48	381760	63040	0	0	0	0	50	1	2960320	1	1
SAR1A	458949	217	39	84240	15120	0	0	0	0	50	0	1889360	1	1
SAR1B	887915	177	46	84800	14560	0	0	0	0	50	0	2318960	1	1
SARDH	720319	481	29	370320	83600	0	0	0	0	50	0	2721440	1	1
SARM1	1407654	189	19	283040	70080	0	0	0	0	18	0	894320	1	1
SARNP	1861663	256	32	92160	15840	0	0	0	0	50	1	2467600	1	1
SARS	1000045	287	32	215360	38560	0	0	0	0	50	3	2455280	1	1
SARS2	1794625	282	21	221120	50560	0	0	0	0	37	0	1687680	1	1
SART1	3854361	208	57	329600	67360	0	0	0	0	50	0	2558240	1	1
SART3	437636	399	40	404000	70240	0	0	0	0	50	1	2754640	1	1
SASH1	77939	454	-8	505920	105280	0	0	0	0	50	1	2203360	1	1
SASH3	370406	NaN	69	155360	32000	0	0	0	0	50	0	2496400	1	1
SASS6	292450	530	4	283200	42880	0	0	0	0	50	2	2579840	1	1
SAT1	491139	NaN	46	75200	10560	0	0	0	0	50	0	2587280	1	1
SAT2	2069567	213	34	72640	12640	0	0	0	0	50	0	2177440	1	1
SATB1	67460	883	-6	315440	57680	0	0	0	0	50	1	2564720	1	1
SATB2	104340	978	2	300720	58000	0	0	0	0	50	1	2028400	1	1
SATL1	82752	NaN	-16	262080	44320	0	0	0	0	50	1	2537680	1	1
SAV1	458995	259	31	156880	30000	0	0	0	0	50	0	2209200	1	1
SBDS	485411	355	34	105600	17440	0	0	0	0	50	2	1888400	1	1
SBF2	530606	482	12	772400	140560	0	0	0	0	50	0	2047520	1	1
SBK1	1139917	221	55	161920	44000	0	0	0	0	50	1	3255840	1	1
SBNO1	1090982	125	37	582000	106320	0	0	0	0	50	1	2980320	1	1
SBNO2	2398425	234	17	566080	127200	0	0	1	0	50	2	3235200	1	1
SBSN	1081638	390	41	237280	48640	0	0	0	0	50	2	2076720	1	1
SC4MOL	171541	540	6	126720	17600	0	0	0	0	50	0	2396320	1	1
SC5DL	173979	744	28	126480	20080	0	0	0	0	50	1	2437120	1	1
SC65	1760409	175	35	179840	34880	0	0	0	0	50	1	2472560	1	1
SCAF1	1733181	195	36	496560	140080	0	0	0	0	50	1	2682160	1	1
SCAI	951391	290	31	267520	46400	0	0	0	0	50	3	2280240	1	1
SCAMP1	222123	434	39	141280	26400	0	0	0	0	50	1	2412800	1	1
SCAMP2	764533	195	46	134560	29280	0	0	0	0	50	1	2520160	1	1
SCAMP3	1574928	194	45	140800	31360	0	0	0	0	50	1	2467920	1	1
SCAMP4	1944774	239	36	95040	19200	0	0	0	0	50	2	2623360	1	1
SCAMP5	840042	199	44	98400	18720	0	0	1	0	10	1	355360	1	1
SCAND1	1257811	144	50	65840	21200	0	0	0	0	50	3	2578800	1	1
SCAND3	239465	576	27	549840	88560	0	0	0	0	50	1	2585280	1	1
SCAP	875682	197	45	505040	123440	0	0	0	0	11	0	541920	1	1
SCAPER	393531	675	22	594720	103040	0	0	0	0	50	2	2955600	1	1
SCARA3	350607	232	30	244160	55840	0	0	0	0	50	2	2984400	1	1
SCARA5	413257	154	32	198160	45040	0	0	0	0	50	2	2049600	1	1
SCARB2	515813	403	39	200560	36400	0	0	0	0	50	1	3020240	1	1
SCARF1	1361271	198	27	337280	68320	0	0	0	0	50	0	2412560	1	1
SCARF2	606391	351	4	339200	85280	0	0	0	0	50	3	2447840	1	1
SCCPDH	439136	282	3	177360	36080	0	0	0	0	50	2	2693520	1	1
SCD	1162653	171	42	147600	28400	0	0	0	0	50	2	2575520	1	1
SCD5	740142	473	21	161200	32880	0	0	0	0	50	0	2046000	1	1
SCEL	193860	752	51	305760	45440	0	0	0	0	50	1	2028160	1	1
SCFD1	386053	583	2	277920	46400	0	0	0	0	50	4	2429200	1	1
SCFD2	170883	852	18	273520	60400	0	0	0	0	50	1	2425520	1	1
SCG2	276568	364	-7	257280	40000	0	0	0	0	50	1	2357200	1	1
SCG3	415519	247	27	203760	28400	0	0	0	0	50	1	2545360	1	1
SCG5	244857	383	1	88960	16480	0	0	0	0	50	0	2896000	1	1
SCGB1A1	3053973	413	49	38560	7200	0	0	0	0	34	0	1067040	1	1
SCGB1C1	1003496	437	11	40400	7600	0	0	0	0	50	0	1709760	1	1
SCGB1D1	2778889	450	53	37680	7600	0	0	0	0	22	0	721760	1	1
SCGB1D2	3058870	450	42	38400	6880	0	0	0	0	50	0	1948240	1	1
SCGB1D4	3058870	450	42	34960	6960	0	0	0	0	50	0	1948240	1	1
SCGB2A1	2778889	450	53	41520	6160	0	0	0	0	22	0	721760	1	1
SCGB2A2	3058870	450	42	41120	5600	0	0	0	0	31	0	997120	1	1
SCGB3A1	855370	515	13	40240	11760	0	0	0	0	50	0	2239840	1	1
SCGB3A2	137041	470	2	38560	8160	0	0	0	0	50	0	2007920	1	1
SCGBL	790899	512	-33	40400	7760	0	0	0	0	50	2	1995360	1	1
SCGN	260299	630	23	121280	18080	0	0	0	0	50	1	2006080	1	1
SCHIP1	94850	870	-8	202400	36640	0	0	0	0	50	0	3234320	1	1
SCIN	119569	510	-1	299760	53520	0	0	0	0	50	0	2402800	1	1
SCLT1	98655	645	8	301280	42240	0	0	0	0	50	2	2847920	1	1
SCLY	435787	356	32	180800	40640	0	0	0	0	50	1	1773840	1	1
SCMH1	287585	346	25	288480	56960	0	0	0	0	50	0	2434480	1	1
SCML1	70191	NaN	15	137280	25440	0	0	0	0	50	1	2534480	1	1
SCML2	82842	NaN	17	290000	55440	0	0	0	0	50	0	2139040	1	1
SCML4	294918	581	36	166480	37200	0	0	0	0	50	2	2155520	1	1
SCN10A	304612	680	21	798800	157520	0	0	0	0	38	1	2234640	1	1
SCN1A	98532	550	-11	833280	147840	0	0	0	0	50	0	2679600	1	1
SCN1B	738570	419	-34	137600	28480	0	0	0	0	50	2	2142160	1	1
SCN2B	707709	293	56	88480	17120	0	0	0	0	50	2	1875120	1	1
SCN3A	103604	683	-8	845040	147440	0	0	0	0	50	1	2714800	1	1
SCN3B	681725	451	6	90400	17120	0	0	0	0	50	1	2125120	1	1
SCN4A	1455216	404	25	754480	142320	0	0	1	0	50	2	2171360	1	1
SCN4B	707709	293	56	93120	19360	0	0	0	0	50	2	1875120	1	1
SCN5A	366751	578	25	830880	169920	0	0	0	0	50	0	2879760	1	1
SCN7A	68529	918	-11	704640	118560	0	0	0	0	50	1	3177200	1	1
SCN8A	575393	464	27	821120	146400	0	0	0	0	50	0	2692320	1	1
SCNM1	1562281	184	33	95440	19600	0	0	0	0	50	0	2449280	1	1
SCNN1A	2670962	198	46	298480	61520	0	0	0	0	50	1	3172000	1	1
SCNN1B	520509	611	32	266720	48640	0	0	0	0	50	0	2656160	1	1
SCNN1D	1744013	273	28	281280	66400	0	0	0	0	50	0	2698880	1	1
SCNN1G	547445	631	23	270000	49680	0	0	0	0	50	1	2007040	1	1
SCO1	59713	749	-45	122800	25680	0	0	0	0	50	0	2965360	1	1
SCO2	1075525	207	42	103440	25680	0	0	0	0	50	1	2524400	1	1
SCOC	186461	708	3	77280	13920	0	0	0	0	50	1	2162240	1	1
SCP2	609222	386	23	236160	40000	0	0	0	0	50	1	2858720	1	1
SCPEP1	333715	254	-10	189920	35520	0	0	0	0	50	2	2281760	1	1
SCRG1	249791	553	8	42080	6720	0	0	0	0	50	0	2510320	1	1
SCRN1	549429	560	23	181200	32720	0	0	0	0	50	2	2144560	1	1
SCRN2	1071489	214	29	171600	39600	0	0	0	0	50	1	2187440	1	1
SCRN3	385177	419	24	178400	30080	0	0	0	0	50	0	2798080	1	1
SCRT1	2525749	200	28	132160	36000	0	0	0	0	50	1	3138960	1	1
SCRT2	622277	480	42	119200	29280	0	0	0	0	50	2	3249760	1	1
SCT	NaN	NaN	NaN	46720	14080	0	0	0	0	50	4	4509840	1	1
SCTR	211577	497	30	182880	36480	0	0	0	0	50	1	2429520	1	1
SCUBE1	473937	440	30	414400	74080	0	0	0	0	50	1	2313600	1	1
SCUBE2	623689	357	31	430800	77520	0	0	0	0	50	0	2753520	1	1
SCUBE3	654416	207	36	415360	75520	0	0	0	0	50	0	2620640	1	1
SCXA	NaN	NaN	NaN	152960	42240	0	0	0	0	50	4	4538000	1	1
SCXB	NaN	NaN	NaN	152960	42240	0	0	0	0	50	4	4538000	1	1
SCYL1	3988328	197	46	329120	70400	0	0	0	0	50	0	2451760	1	1
SCYL2	184701	578	3	389360	67920	0	0	0	0	50	1	1972560	1	1
SCYL3	181109	624	5	307440	57520	0	0	0	0	50	0	2343840	1	1
SDAD1	486576	399	44	299360	44320	0	0	0	0	50	1	2108480	1	1
SDC1	532338	320	37	121360	30480	0	0	0	0	50	0	2360880	1	1
SDC2	230943	740	-2	82880	16640	0	0	0	0	50	2	2326960	1	1
SDC3	392864	269	48	165520	50000	0	0	0	0	50	0	2369760	1	1
SDC4	1005559	233	36	81840	16560	0	0	0	0	50	1	2059360	1	1
SDCBP	200469	608	11	124400	24720	0	0	0	0	50	1	2523920	1	1
SDCBP2	417756	427	36	118960	26800	0	0	0	0	50	1	2387520	1	1
SDCCAG1	661668	174	27	468320	69440	0	0	0	0	50	0	1826400	1	1
SDCCAG3	1303729	233	36	178080	36960	0	0	0	0	50	1	2581760	1	1
SDCCAG8	182671	1011	0	314080	42400	0	0	0	0	50	1	2100720	1	1
SDF2	1651143	225	31	85200	18160	0	0	0	0	50	2	2506480	1	1
SDF2L1	521773	194	37	87200	20960	0	0	0	0	50	0	2199520	1	1
SDF4	2356409	196	27	166240	29760	0	0	0	0	50	3	3223120	1	1
SDHA	1040169	530	24	269520	58640	0	0	0	0	50	2	2136240	1	1
SDHAF1	NaN	NaN	NaN	43040	12960	0	0	0	0	50	4	4508720	1	1
SDHAF2	1404745	245	58	70560	11840	0	0	0	0	50	1	1848480	1	1
SDHB	678965	221	52	118160	21200	0	0	0	0	50	4	2406400	1	1
SDHC	743182	293	35	87920	14320	0	0	0	0	50	0	3158800	1	1
SDHD	389805	179	31	63920	15120	0	0	0	0	50	3	2540800	1	1
SDK1	48060	954	-23	883840	207040	0	0	0	0	9	0	640000	1	1
SDK2	182941	571	-22	874400	196800	0	0	0	0	50	1	3057680	1	1
SDPR	158359	484	4	172640	32480	0	0	0	0	50	0	1909600	1	1
SDR16C5	435368	613	-7	129120	23520	0	0	0	0	50	0	1595200	1	1
SDR39U1	898202	411	17	114880	29760	0	0	0	0	50	1	2044240	1	1
SDR42E1	207928	635	13	157360	33040	0	0	0	0	50	2	2818640	1	1
SDR9C7	2103486	286	26	125040	27600	0	0	0	0	50	3	2875200	1	1
SDS	444479	276	36	131680	30720	0	0	0	0	50	1	2284240	1	1
SDSL	444479	276	36	131520	31360	0	0	0	0	50	1	2284240	1	1
SEBOX	1405196	214	10	125600	27200	0	0	0	0	50	1	2605920	1	1
SEC11A	341258	214	52	75040	14560	0	0	0	0	50	1	2193840	1	1
SEC11C	280782	512	53	80800	15360	0	0	0	0	50	1	1888320	1	1
SEC13	742508	333	57	135600	24880	0	0	0	0	50	1	1716320	1	1
SEC14L1	777991	192	20	299680	56480	0	0	1	0	50	3	2540400	1	1
SEC14L2	676863	214	52	183440	32880	0	0	0	0	50	4	2511840	1	1
SEC14L3	657636	288	48	169920	29920	0	0	0	0	50	0	2250080	1	1
SEC14L4	655714	288	38	172720	30640	0	0	0	0	50	1	2051040	1	1
SEC14L5	635794	302	9	284560	59600	0	0	0	0	50	0	3018800	1	1
SEC16A	1413299	233	44	939440	211600	0	0	1	0	50	2	2765360	1	1
SEC16B	103475	499	-10	436880	88400	0	0	0	0	50	2	2797440	1	1
SEC22A	338654	421	48	127840	23840	0	0	0	0	50	1	2682960	1	1
SEC22B	738180	388	24	90720	15520	0	0	0	0	50	1	3290320	1	1
SEC22C	352808	445	32	131920	24880	0	0	0	0	50	1	2443840	1	1
SEC23A	314158	376	-7	318240	61600	0	0	0	0	50	1	2516000	1	1
SEC23B	414545	392	23	317360	63440	0	0	0	0	42	0	1847840	1	1
SEC23IP	450354	404	39	414560	77760	0	0	0	0	50	1	2592800	1	1
SEC24A	899027	175	40	446480	92720	0	0	0	0	14	1	705600	1	1
